Timestamp,engine_cooling,engine_oil_pressure,txn_oil_pressure
2024-01-01 08:37:00,97.66°C,5.55 Pa,1.05 Pa
2024-01-01 08:38:00,97.65°C,5.54 Pa,1.05 Pa
2024-01-01 08:39:00,97.64°C,5.53 Pa,1.05 Pa
2024-01-01 08:40:00,97.62°C,5.52 Pa,1.05 Pa
2024-01-01 08:41:00,97.61°C,5.51 Pa,1.05 Pa
2024-01-01 08:42:00,97.60°C,5.50 Pa,1.05 Pa
2024-01-01 08:43:00,97.59°C,5.49 Pa,1.05 Pa
2024-01-01 08:44:00,97.58°C,5.48 Pa,1.05 Pa
2024-01-01 08:45:00,97.57°C,5.47 Pa,1.05 Pa
2024-01-01 08:46:00,97.56°C,5.46 Pa,1.05 Pa
2024-01-01 08:47:00,97.55°C,5.45 Pa,1.05 Pa
2024-01-01 08:48:00,97.53°C,5.45 Pa,1.04 Pa
2024-01-01 08:49:00,97.52°C,5.44 Pa,1.04 Pa
2024-01-01 08:50:00,97.51°C,5.43 Pa,1.04 Pa
2024-01-01 08:51:00,97.50°C,5.42 Pa,1.04 Pa
2024-01-01 08:52:00,97.49°C,5.41 Pa,1.04 Pa
2024-01-01 08:53:00,97.48°C,5.40 Pa,1.04 Pa
2024-01-01 08:54:00,97.47°C,5.39 Pa,1.04 Pa
2024-01-01 08:55:00,97.46°C,5.38 Pa,1.04 Pa
2024-01-01 08:56:00,97.45°C,5.38 Pa,1.04 Pa
2024-01-01 08:57:00,97.44°C,5.37 Pa,1.04 Pa
2024-01-01 08:58:00,97.43°C,5.36 Pa,1.04 Pa
2024-01-01 08:59:00,97.42°C,5.35 Pa,1.04 Pa
2024-01-01 09:00:00,97.41°C,5.34 Pa,1.03 Pa
2024-01-01 09:01:00,97.40°C,5.34 Pa,1.03 Pa
2024-01-01 09:02:00,97.39°C,5.33 Pa,1.03 Pa
2024-01-01 09:03:00,97.38°C,5.32 Pa,1.03 Pa
2024-01-01 09:04:00,97.38°C,5.31 Pa,1.03 Pa
2024-01-01 09:05:00,97.37°C,5.31 Pa,1.03 Pa
2024-01-01 09:06:00,97.36°C,5.30 Pa,1.03 Pa
2024-01-01 09:07:00,97.35°C,5.29 Pa,1.03 Pa
2024-01-01 09:08:00,97.34°C,5.28 Pa,1.03 Pa
2024-01-01 09:09:00,97.33°C,5.28 Pa,1.03 Pa
2024-01-01 09:10:00,97.32°C,5.27 Pa,1.03 Pa
2024-01-01 09:11:00,97.31°C,5.26 Pa,1.03 Pa
2024-01-01 09:12:00,97.31°C,5.25 Pa,1.03 Pa
2024-01-01 09:13:00,97.30°C,5.25 Pa,1.02 Pa
2024-01-01 09:14:00,97.29°C,5.24 Pa,1.02 Pa
2024-01-01 09:15:00,97.28°C,5.23 Pa,1.02 Pa
2024-01-01 09:16:00,97.27°C,5.23 Pa,1.02 Pa
2024-01-01 09:17:00,97.27°C,5.22 Pa,1.02 Pa
2024-01-01 09:18:00,97.26°C,5.21 Pa,1.02 Pa
2024-01-01 09:19:00,97.25°C,5.21 Pa,1.02 Pa
2024-01-01 09:20:00,97.24°C,5.20 Pa,1.02 Pa
2024-01-01 09:21:00,97.24°C,5.20 Pa,1.02 Pa
2024-01-01 09:22:00,97.23°C,5.19 Pa,1.02 Pa
2024-01-01 09:23:00,97.22°C,5.18 Pa,1.02 Pa
2024-01-01 09:24:00,97.21°C,5.18 Pa,1.02 Pa
2024-01-01 09:25:00,97.21°C,5.17 Pa,1.02 Pa
2024-01-01 09:26:00,97.20°C,5.17 Pa,1.02 Pa
2024-01-01 09:27:00,97.19°C,5.16 Pa,1.02 Pa
2024-01-01 09:28:00,97.19°C,5.16 Pa,1.02 Pa
2024-01-01 09:29:00,97.18°C,5.15 Pa,1.02 Pa
2024-01-01 09:30:00,97.17°C,5.14 Pa,1.01 Pa
2024-01-01 09:31:00,97.17°C,5.14 Pa,1.01 Pa
2024-01-01 09:32:00,97.16°C,5.13 Pa,1.01 Pa
2024-01-01 09:33:00,97.16°C,5.13 Pa,1.01 Pa
2024-01-01 09:34:00,97.15°C,5.12 Pa,1.01 Pa
2024-01-01 09:35:00,97.14°C,5.12 Pa,1.01 Pa
2024-01-01 09:36:00,97.14°C,5.11 Pa,1.01 Pa
2024-01-01 09:37:00,97.13°C,5.11 Pa,1.01 Pa
2024-01-01 09:38:00,97.13°C,5.11 Pa,1.01 Pa
2024-01-01 09:39:00,97.12°C,5.10 Pa,1.01 Pa
2024-01-01 09:40:00,97.12°C,5.10 Pa,1.01 Pa
2024-01-01 09:41:00,97.11°C,5.09 Pa,1.01 Pa
2024-01-01 09:42:00,97.11°C,5.09 Pa,1.01 Pa
2024-01-01 09:43:00,97.10°C,5.08 Pa,1.01 Pa
2024-01-01 09:44:00,97.10°C,5.08 Pa,1.01 Pa
2024-01-01 09:45:00,97.09°C,5.08 Pa,1.01 Pa
2024-01-01 09:46:00,97.09°C,5.07 Pa,1.01 Pa
2024-01-01 09:47:00,97.08°C,5.07 Pa,1.01 Pa
2024-01-01 09:48:00,97.08°C,5.07 Pa,1.01 Pa
2024-01-01 09:49:00,97.07°C,5.06 Pa,1.01 Pa
2024-01-01 09:50:00,97.07°C,5.06 Pa,1.01 Pa
2024-01-01 09:51:00,97.07°C,5.05 Pa,1.01 Pa
2024-01-01 09:52:00,97.06°C,5.05 Pa,1.01 Pa
2024-01-01 09:53:00,97.06°C,5.05 Pa,1.00 Pa
2024-01-01 09:54:00,97.05°C,5.05 Pa,1.00 Pa
2024-01-01 09:55:00,97.05°C,5.04 Pa,1.00 Pa
2024-01-01 09:56:00,97.05°C,5.04 Pa,1.00 Pa
2024-01-01 09:57:00,97.04°C,5.04 Pa,1.00 Pa
2024-01-01 09:58:00,97.04°C,5.03 Pa,1.00 Pa
2024-01-01 09:59:00,97.04°C,5.03 Pa,1.00 Pa
2024-01-01 10:00:00,97.04°C,5.03 Pa,1.00 Pa
2024-01-01 10:01:00,97.03°C,5.03 Pa,1.00 Pa
2024-01-01 10:02:00,97.03°C,5.02 Pa,1.00 Pa
2024-01-01 10:03:00,97.03°C,5.02 Pa,1.00 Pa
2024-01-01 10:04:00,97.02°C,5.02 Pa,1.00 Pa
2024-01-01 10:05:00,97.02°C,5.02 Pa,1.00 Pa
2024-01-01 10:06:00,97.02°C,5.02 Pa,1.00 Pa
2024-01-01 10:07:00,97.02°C,5.01 Pa,1.00 Pa
2024-01-01 10:08:00,97.02°C,5.01 Pa,1.00 Pa
2024-01-01 10:09:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:10:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:11:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:12:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:13:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:14:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:15:00,97.01°C,5.00 Pa,1.00 Pa
2024-01-01 10:16:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:17:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:18:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:19:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:20:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:21:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:22:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:23:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:24:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:25:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:26:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:27:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:28:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:29:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:30:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:31:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:32:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:33:00,97.00°C,5.00 Pa,1.00 Pa
2024-01-01 10:34:00,97.01°C,5.00 Pa,1.00 Pa
2024-01-01 10:35:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:36:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:37:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:38:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:39:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:40:00,97.01°C,5.01 Pa,1.00 Pa
2024-01-01 10:41:00,97.02°C,5.01 Pa,1.00 Pa
2024-01-01 10:42:00,97.02°C,5.02 Pa,1.00 Pa
2024-01-01 10:43:00,97.02°C,5.02 Pa,1.00 Pa
2024-01-01 10:44:00,97.02°C,5.02 Pa,1.00 Pa
2024-01-01 10:45:00,97.03°C,5.02 Pa,1.00 Pa
2024-01-01 10:46:00,97.03°C,5.02 Pa,1.00 Pa
2024-01-01 10:47:00,97.03°C,5.03 Pa,1.00 Pa
2024-01-01 10:48:00,97.03°C,5.03 Pa,1.00 Pa
2024-01-01 10:49:00,97.04°C,5.03 Pa,1.00 Pa
2024-01-01 10:50:00,97.04°C,5.03 Pa,1.00 Pa
2024-01-01 10:51:00,97.04°C,5.03 Pa,1.00 Pa
2024-01-01 10:52:00,97.05°C,5.04 Pa,1.00 Pa
2024-01-01 10:53:00,97.05°C,5.04 Pa,1.00 Pa
2024-01-01 10:54:00,97.05°C,5.04 Pa,1.00 Pa
2024-01-01 10:55:00,97.06°C,5.05 Pa,1.00 Pa
2024-01-01 10:56:00,97.06°C,5.05 Pa,1.00 Pa
2024-01-01 10:57:00,97.06°C,5.05 Pa,1.01 Pa
2024-01-01 10:58:00,97.07°C,5.06 Pa,1.01 Pa
2024-01-01 10:59:00,97.07°C,5.06 Pa,1.01 Pa
2024-01-01 11:00:00,97.07°C,5.06 Pa,1.01 Pa
2024-01-01 11:01:00,97.08°C,5.07 Pa,1.01 Pa
2024-01-01 11:02:00,97.08°C,5.07 Pa,1.01 Pa
2024-01-01 11:03:00,97.09°C,5.07 Pa,1.01 Pa
2024-01-01 11:04:00,97.09°C,5.08 Pa,1.01 Pa
2024-01-01 11:05:00,97.10°C,5.08 Pa,1.01 Pa
2024-01-01 11:06:00,97.10°C,5.09 Pa,1.01 Pa
2024-01-01 11:07:00,97.11°C,5.09 Pa,1.01 Pa
2024-01-01 11:08:00,97.11°C,5.09 Pa,1.01 Pa
2024-01-01 11:09:00,97.12°C,5.10 Pa,1.01 Pa
2024-01-01 11:10:00,97.12°C,5.10 Pa,1.01 Pa
2024-01-01 11:11:00,97.13°C,5.11 Pa,1.01 Pa
2024-01-01 11:12:00,97.13°C,5.11 Pa,1.01 Pa
2024-01-01 11:13:00,97.14°C,5.12 Pa,1.01 Pa
2024-01-01 11:14:00,97.14°C,5.12 Pa,1.01 Pa
2024-01-01 11:15:00,97.15°C,5.13 Pa,1.01 Pa
2024-01-01 11:16:00,97.16°C,5.13 Pa,1.01 Pa
2024-01-01 11:17:00,97.16°C,5.14 Pa,1.01 Pa
2024-01-01 11:18:00,97.17°C,5.14 Pa,1.01 Pa
2024-01-01 11:19:00,97.18°C,5.15 Pa,1.01 Pa
2024-01-01 11:20:00,97.18°C,5.15 Pa,1.02 Pa
2024-01-01 11:21:00,97.19°C,5.16 Pa,1.02 Pa
2024-01-01 11:22:00,97.19°C,5.16 Pa,1.02 Pa
2024-01-01 11:23:00,97.20°C,5.17 Pa,1.02 Pa
2024-01-01 11:24:00,97.21°C,5.17 Pa,1.02 Pa
2024-01-01 11:25:00,97.22°C,5.18 Pa,1.02 Pa
2024-01-01 11:26:00,97.22°C,5.19 Pa,1.02 Pa
2024-01-01 11:27:00,97.23°C,5.19 Pa,1.02 Pa
2024-01-01 11:28:00,97.24°C,5.20 Pa,1.02 Pa
2024-01-01 11:29:00,97.24°C,5.20 Pa,1.02 Pa
2024-01-01 11:30:00,97.25°C,5.21 Pa,1.02 Pa
2024-01-01 11:31:00,97.26°C,5.22 Pa,1.02 Pa
2024-01-01 11:32:00,97.27°C,5.22 Pa,1.02 Pa
2024-01-01 11:33:00,97.28°C,5.23 Pa,1.02 Pa
2024-01-01 11:34:00,97.28°C,5.24 Pa,1.02 Pa
2024-01-01 11:35:00,97.29°C,5.24 Pa,1.02 Pa
2024-01-01 11:36:00,97.30°C,5.25 Pa,1.02 Pa
2024-01-01 11:37:00,97.31°C,5.26 Pa,1.03 Pa
2024-01-01 11:38:00,97.32°C,5.26 Pa,1.03 Pa
2024-01-01 11:39:00,97.32°C,5.27 Pa,1.03 Pa
2024-01-01 11:40:00,97.33°C,5.28 Pa,1.03 Pa
2024-01-01 11:41:00,97.34°C,5.28 Pa,1.03 Pa
2024-01-01 11:42:00,97.35°C,5.29 Pa,1.03 Pa
2024-01-01 11:43:00,97.36°C,5.30 Pa,1.03 Pa
2024-01-01 11:44:00,97.37°C,5.31 Pa,1.03 Pa
2024-01-01 11:45:00,97.38°C,5.31 Pa,1.03 Pa
2024-01-01 11:46:00,97.39°C,5.32 Pa,1.03 Pa
2024-01-01 11:47:00,97.40°C,5.33 Pa,1.03 Pa
2024-01-01 11:48:00,97.41°C,5.34 Pa,1.03 Pa
2024-01-01 11:49:00,97.41°C,5.35 Pa,1.03 Pa
2024-01-01 11:50:00,97.42°C,5.35 Pa,1.04 Pa
2024-01-01 11:51:00,97.43°C,5.36 Pa,1.04 Pa
2024-01-01 11:52:00,97.44°C,5.37 Pa,1.04 Pa
2024-01-01 11:53:00,97.45°C,5.38 Pa,1.04 Pa
2024-01-01 11:54:00,97.46°C,5.39 Pa,1.04 Pa
2024-01-01 11:55:00,97.47°C,5.40 Pa,1.04 Pa
2024-01-01 11:56:00,97.48°C,5.40 Pa,1.04 Pa
2024-01-01 11:57:00,97.49°C,5.41 Pa,1.04 Pa
2024-01-01 11:58:00,97.51°C,5.42 Pa,1.04 Pa
2024-01-01 11:59:00,97.52°C,5.43 Pa,1.04 Pa
2024-01-01 12:00:00,97.53°C,5.44 Pa,1.04 Pa
2024-01-01 12:01:00,97.54°C,5.45 Pa,1.04 Pa
2024-01-01 12:02:00,97.55°C,5.46 Pa,1.05 Pa
2024-01-01 12:03:00,97.56°C,5.47 Pa,1.05 Pa
2024-01-01 12:04:00,97.57°C,5.47 Pa,1.05 Pa
2024-01-01 12:05:00,97.58°C,5.48 Pa,1.05 Pa
2024-01-01 12:06:00,97.59°C,5.49 Pa,1.05 Pa
2024-01-01 12:07:00,97.60°C,5.50 Pa,1.05 Pa
2024-01-01 12:08:00,97.61°C,5.51 Pa,1.05 Pa
2024-01-01 12:09:00,97.63°C,5.52 Pa,1.05 Pa
2024-01-01 12:10:00,97.64°C,5.53 Pa,1.05 Pa
2024-01-01 12:11:00,97.65°C,5.54 Pa,1.05 Pa
2024-01-01 12:12:00,97.66°C,5.55 Pa,1.06 Pa
2024-01-01 12:13:00,97.67°C,5.56 Pa,1.06 Pa
2024-01-01 12:14:00,97.69°C,5.57 Pa,1.06 Pa
2024-01-01 12:15:00,97.70°C,5.58 Pa,1.06 Pa
2024-01-01 12:16:00,97.71°C,5.59 Pa,1.06 Pa
2024-01-01 12:17:00,97.72°C,5.60 Pa,1.06 Pa
2024-01-01 12:18:00,97.73°C,5.61 Pa,1.06 Pa
2024-01-01 12:19:00,97.75°C,5.62 Pa,1.06 Pa
2024-01-01 12:20:00,97.76°C,5.63 Pa,1.06 Pa
2024-01-01 12:21:00,97.77°C,5.64 Pa,1.06 Pa
2024-01-01 12:22:00,97.78°C,5.65 Pa,1.07 Pa
2024-01-01 12:23:00,97.80°C,5.66 Pa,1.07 Pa
2024-01-01 12:24:00,97.81°C,5.67 Pa,1.07 Pa
2024-01-01 12:25:00,97.82°C,5.69 Pa,1.07 Pa
2024-01-01 12:26:00,97.84°C,5.70 Pa,1.07 Pa
2024-01-01 12:27:00,97.85°C,5.71 Pa,1.07 Pa
2024-01-01 12:28:00,97.86°C,5.72 Pa,1.07 Pa
2024-01-01 12:29:00,97.88°C,5.73 Pa,1.07 Pa
2024-01-01 12:30:00,97.89°C,5.74 Pa,1.07 Pa
2024-01-01 12:31:00,97.90°C,5.75 Pa,1.08 Pa
2024-01-01 12:32:00,97.92°C,5.76 Pa,1.08 Pa
2024-01-01 12:33:00,97.93°C,5.77 Pa,1.08 Pa
2024-01-01 12:34:00,97.94°C,5.79 Pa,1.08 Pa
2024-01-01 12:35:00,97.96°C,5.80 Pa,1.08 Pa
2024-01-01 12:36:00,97.97°C,5.81 Pa,1.08 Pa
2024-01-01 12:37:00,97.98°C,5.82 Pa,1.08 Pa
2024-01-01 12:38:00,98.00°C,5.83 Pa,1.08 Pa
2024-01-01 12:39:00,98.01°C,5.84 Pa,1.08 Pa
2024-01-01 12:40:00,98.03°C,5.86 Pa,1.09 Pa
2024-01-01 12:41:00,98.04°C,5.87 Pa,1.09 Pa
2024-01-01 12:42:00,98.06°C,5.88 Pa,1.09 Pa
2024-01-01 12:43:00,98.07°C,5.89 Pa,1.09 Pa
2024-01-01 12:44:00,98.08°C,5.90 Pa,1.09 Pa
2024-01-01 12:45:00,98.10°C,5.92 Pa,1.09 Pa
2024-01-01 12:46:00,98.11°C,5.93 Pa,1.09 Pa
2024-01-01 12:47:00,98.13°C,5.94 Pa,1.09 Pa
2024-01-01 12:48:00,98.14°C,5.95 Pa,1.10 Pa
2024-01-01 12:49:00,98.16°C,5.96 Pa,1.10 Pa
2024-01-01 12:50:00,98.17°C,5.98 Pa,1.10 Pa
2024-01-01 12:51:00,98.19°C,5.99 Pa,1.10 Pa
2024-01-01 12:52:00,98.20°C,6.00 Pa,1.10 Pa
2024-01-01 12:53:00,98.22°C,6.01 Pa,1.10 Pa
2024-01-01 12:54:00,98.23°C,6.03 Pa,1.10 Pa
2024-01-01 12:55:00,98.25°C,6.04 Pa,1.10 Pa
2024-01-01 12:56:00,98.26°C,6.05 Pa,1.11 Pa
2024-01-01 12:57:00,98.28°C,6.07 Pa,1.11 Pa
2024-01-01 12:58:00,98.29°C,6.08 Pa,1.11 Pa
2024-01-01 12:59:00,98.31°C,6.09 Pa,1.11 Pa
2024-01-01 13:00:00,98.33°C,6.10 Pa,1.11 Pa
2024-01-01 13:01:00,98.34°C,6.12 Pa,1.11 Pa
2024-01-01 13:02:00,98.36°C,6.13 Pa,1.11 Pa
2024-01-01 13:03:00,98.37°C,6.14 Pa,1.11 Pa
2024-01-01 13:04:00,98.39°C,6.16 Pa,1.12 Pa
2024-01-01 13:05:00,98.41°C,6.17 Pa,1.12 Pa
2024-01-01 13:06:00,98.42°C,6.18 Pa,1.12 Pa
2024-01-01 13:07:00,98.44°C,6.20 Pa,1.12 Pa
2024-01-01 13:08:00,98.45°C,6.21 Pa,1.12 Pa
2024-01-01 13:09:00,98.47°C,6.22 Pa,1.12 Pa
2024-01-01 13:10:00,98.49°C,6.24 Pa,1.12 Pa
2024-01-01 13:11:00,98.50°C,6.25 Pa,1.13 Pa
2024-01-01 13:12:00,98.52°C,6.27 Pa,1.13 Pa
2024-01-01 13:13:00,98.53°C,6.28 Pa,1.13 Pa
2024-01-01 13:14:00,98.55°C,6.29 Pa,1.13 Pa
2024-01-01 13:15:00,98.57°C,6.31 Pa,1.13 Pa
2024-01-01 13:16:00,98.58°C,6.32 Pa,1.13 Pa
2024-01-01 13:17:00,98.60°C,6.33 Pa,1.13 Pa
2024-01-01 13:18:00,98.62°C,6.35 Pa,1.13 Pa
2024-01-01 13:19:00,98.63°C,6.36 Pa,1.14 Pa
2024-01-01 13:20:00,98.65°C,6.38 Pa,1.14 Pa
2024-01-01 13:21:00,98.67°C,6.39 Pa,1.14 Pa
2024-01-01 13:22:00,98.69°C,6.40 Pa,1.14 Pa
2024-01-01 13:23:00,98.70°C,6.42 Pa,1.14 Pa
2024-01-01 13:24:00,98.72°C,6.43 Pa,1.14 Pa
2024-01-01 13:25:00,98.74°C,6.45 Pa,1.14 Pa
2024-01-01 13:26:00,98.75°C,6.46 Pa,1.15 Pa
2024-01-01 13:27:00,98.77°C,6.48 Pa,1.15 Pa
2024-01-01 13:28:00,98.79°C,6.49 Pa,1.15 Pa
2024-01-01 13:29:00,98.81°C,6.50 Pa,1.15 Pa
2024-01-01 13:30:00,98.82°C,6.52 Pa,1.15 Pa
2024-01-01 13:31:00,98.84°C,6.53 Pa,1.15 Pa
2024-01-01 13:32:00,98.86°C,6.55 Pa,1.15 Pa
2024-01-01 13:33:00,98.87°C,6.56 Pa,1.16 Pa
2024-01-01 13:34:00,98.89°C,6.58 Pa,1.16 Pa
2024-01-01 13:35:00,98.91°C,6.59 Pa,1.16 Pa
2024-01-01 13:36:00,98.93°C,6.61 Pa,1.16 Pa
2024-01-01 13:37:00,98.95°C,6.62 Pa,1.16 Pa
2024-01-01 13:38:00,98.96°C,6.64 Pa,1.16 Pa
2024-01-01 13:39:00,98.98°C,6.65 Pa,1.17 Pa
2024-01-01 13:40:00,99.00°C,6.67 Pa,1.17 Pa
2024-01-01 13:41:00,99.02°C,6.68 Pa,1.17 Pa
2024-01-01 13:42:00,99.03°C,6.70 Pa,1.17 Pa
2024-01-01 13:43:00,99.05°C,6.71 Pa,1.17 Pa
2024-01-01 13:44:00,99.07°C,6.72 Pa,1.17 Pa
2024-01-01 13:45:00,99.09°C,6.74 Pa,1.17 Pa
2024-01-01 13:46:00,99.11°C,6.75 Pa,1.18 Pa
2024-01-01 13:47:00,99.12°C,6.77 Pa,1.18 Pa
2024-01-01 13:48:00,99.14°C,6.78 Pa,1.18 Pa
2024-01-01 13:49:00,99.16°C,6.80 Pa,1.18 Pa
2024-01-01 13:50:00,99.18°C,6.82 Pa,1.18 Pa
2024-01-01 13:51:00,99.20°C,6.83 Pa,1.18 Pa
2024-01-01 13:52:00,99.21°C,6.85 Pa,1.18 Pa
2024-01-01 13:53:00,99.23°C,6.86 Pa,1.19 Pa
2024-01-01 13:54:00,99.25°C,6.88 Pa,1.19 Pa
2024-01-01 13:55:00,99.27°C,6.89 Pa,1.19 Pa
2024-01-01 13:56:00,99.29°C,6.91 Pa,1.19 Pa
2024-01-01 13:57:00,99.31°C,6.92 Pa,1.19 Pa
2024-01-01 13:58:00,99.32°C,6.94 Pa,1.19 Pa
2024-01-01 13:59:00,99.34°C,6.95 Pa,1.20 Pa
2024-01-01 14:00:00,99.36°C,6.97 Pa,1.20 Pa
2024-01-01 14:01:00,99.38°C,6.98 Pa,1.20 Pa
2024-01-01 14:02:00,99.40°C,7.00 Pa,1.20 Pa
2024-01-01 14:03:00,99.42°C,7.01 Pa,1.20 Pa
2024-01-01 14:04:00,99.43°C,7.03 Pa,1.20 Pa
2024-01-01 14:05:00,99.45°C,7.04 Pa,1.20 Pa
2024-01-01 14:06:00,99.47°C,7.06 Pa,1.21 Pa
2024-01-01 14:07:00,99.49°C,7.08 Pa,1.21 Pa
2024-01-01 14:08:00,99.51°C,7.09 Pa,1.21 Pa
2024-01-01 14:09:00,99.53°C,7.11 Pa,1.21 Pa
2024-01-01 14:10:00,99.55°C,7.12 Pa,1.21 Pa
2024-01-01 14:11:00,99.57°C,7.14 Pa,1.21 Pa
2024-01-01 14:12:00,99.58°C,7.15 Pa,1.22 Pa
2024-01-01 14:13:00,99.60°C,7.17 Pa,1.22 Pa
2024-01-01 14:14:00,99.62°C,7.18 Pa,1.22 Pa
2024-01-01 14:15:00,99.64°C,7.20 Pa,1.22 Pa
2024-01-01 14:16:00,99.66°C,7.22 Pa,1.22 Pa
2024-01-01 14:17:00,99.68°C,7.23 Pa,1.22 Pa
2024-01-01 14:18:00,99.70°C,7.25 Pa,1.22 Pa
2024-01-01 14:19:00,99.72°C,7.26 Pa,1.23 Pa
2024-01-01 14:20:00,99.73°C,7.28 Pa,1.23 Pa
2024-01-01 14:21:00,99.75°C,7.29 Pa,1.23 Pa
2024-01-01 14:22:00,99.77°C,7.31 Pa,1.23 Pa
2024-01-01 14:23:00,99.79°C,7.33 Pa,1.23 Pa
2024-01-01 14:24:00,99.81°C,7.34 Pa,1.23 Pa
2024-01-01 14:25:00,99.83°C,7.36 Pa,1.24 Pa
2024-01-01 14:26:00,99.85°C,7.37 Pa,1.24 Pa
2024-01-01 14:27:00,99.87°C,7.39 Pa,1.24 Pa
2024-01-01 14:28:00,99.88°C,7.40 Pa,1.24 Pa
2024-01-01 14:29:00,99.90°C,7.42 Pa,1.24 Pa
2024-01-01 14:30:00,99.92°C,7.44 Pa,1.24 Pa
2024-01-01 14:31:00,99.94°C,7.45 Pa,1.25 Pa
2024-01-01 14:32:00,99.96°C,7.47 Pa,1.25 Pa
2024-01-01 14:33:00,99.98°C,7.48 Pa,1.25 Pa
2024-01-01 14:34:00,100.00°C,7.50 Pa,1.25 Pa
2024-01-01 14:35:00,100.02°C,7.51 Pa,1.25 Pa
2024-01-01 14:36:00,100.04°C,7.53 Pa,1.25 Pa
2024-01-01 14:37:00,100.05°C,7.55 Pa,1.25 Pa
2024-01-01 14:38:00,100.07°C,7.56 Pa,1.26 Pa
2024-01-01 14:39:00,100.09°C,7.58 Pa,1.26 Pa
2024-01-01 14:40:00,100.11°C,7.59 Pa,1.26 Pa
2024-01-01 14:41:00,100.13°C,7.61 Pa,1.26 Pa
2024-01-01 14:42:00,100.15°C,7.62 Pa,1.26 Pa
2024-01-01 14:43:00,100.17°C,7.64 Pa,1.26 Pa
2024-01-01 14:44:00,100.19°C,7.66 Pa,1.27 Pa
2024-01-01 14:45:00,100.21°C,7.67 Pa,1.27 Pa
2024-01-01 14:46:00,100.22°C,7.69 Pa,1.27 Pa
2024-01-01 14:47:00,100.24°C,7.70 Pa,1.27 Pa
2024-01-01 14:48:00,100.26°C,7.72 Pa,1.27 Pa
2024-01-01 14:49:00,100.28°C,7.73 Pa,1.27 Pa
2024-01-01 14:50:00,100.30°C,7.75 Pa,1.27 Pa
2024-01-01 14:51:00,100.32°C,7.76 Pa,1.28 Pa
2024-01-01 14:52:00,100.34°C,7.78 Pa,1.28 Pa
2024-01-01 14:53:00,100.36°C,7.80 Pa,1.28 Pa
2024-01-01 14:54:00,100.37°C,7.81 Pa,1.28 Pa
2024-01-01 14:55:00,100.39°C,7.83 Pa,1.28 Pa
2024-01-01 14:56:00,100.41°C,7.84 Pa,1.28 Pa
2024-01-01 14:57:00,100.43°C,7.86 Pa,1.29 Pa
2024-01-01 14:58:00,100.45°C,7.87 Pa,1.29 Pa
2024-01-01 14:59:00,100.47°C,7.89 Pa,1.29 Pa
2024-01-01 15:00:00,100.49°C,7.91 Pa,1.29 Pa
2024-01-01 15:01:00,100.50°C,7.92 Pa,1.29 Pa
2024-01-01 15:02:00,100.52°C,7.94 Pa,1.29 Pa
2024-01-01 15:03:00,100.54°C,7.95 Pa,1.30 Pa
2024-01-01 15:04:00,100.56°C,7.97 Pa,1.30 Pa
2024-01-01 15:05:00,100.58°C,7.98 Pa,1.30 Pa
2024-01-01 15:06:00,100.60°C,8.00 Pa,1.30 Pa
2024-01-01 15:07:00,100.62°C,8.01 Pa,1.30 Pa
2024-01-01 15:08:00,100.63°C,8.03 Pa,1.30 Pa
2024-01-01 15:09:00,100.65°C,8.04 Pa,1.30 Pa
2024-01-01 15:10:00,100.67°C,8.06 Pa,1.31 Pa
2024-01-01 15:11:00,100.69°C,8.07 Pa,1.31 Pa
2024-01-01 15:12:00,100.71°C,8.09 Pa,1.31 Pa
2024-01-01 15:13:00,100.73°C,8.11 Pa,1.31 Pa
2024-01-01 15:14:00,100.74°C,8.12 Pa,1.31 Pa
2024-01-01 15:15:00,100.76°C,8.14 Pa,1.31 Pa
